Time[8ns],Data[7:0],Status[2:0],/RDY,/ASTB,/TR,/RST,/TE
219873223,8,3,0,1,0,1,0
219873227,10,3,0,0,0,1,0
219873232,10,3,0,1,0,1,0
219873267,10,3,0,0,0,1,0
219873314,10,3,0,1,0,1,0
219873500,10,3,1,1,0,1,0
219873535,10,3,0,1,0,1,0
219873545,8,3,0,1,0,1,0
219873579,8,3,0,0,0,1,0
219873626,8,3,0,1,0,1,0
219873812,8,3,1,1,0,1,0
219873848,8,3,0,1,0,1,0
219873857,10,3,0,1,0,1,0
219873891,10,3,0,0,0,1,0
219873938,10,3,0,1,0,1,0
219874218,10,3,1,1,0,1,0
219874263,10,3,0,1,0,1,0
219874298,10,3,0,0,0,1,0
219874345,10,3,0,1,0,1,0
219874531,10,3,1,1,0,1,0
219874566,10,3,0,1,0,1,0
219874567,238,3,0,1,0,1,0
219874576,230,3,0,1,0,1,0
219874610,230,3,0,0,0,1,0
219874657,230,3,0,1,0,1,0
219874843,230,3,1,1,0,1,0
219874878,230,3,0,1,0,1,0
219874879,2,3,0,0,0,1,0
219874881,10,3,0,0,0,1,0
219874882,10,3,0,1,0,1,0
219874883,10,3,0,0,0,1,0
219874888,10,3,0,1,0,1,0
219874922,10,3,0,0,0,1,0
219874970,10,3,0,1,0,1,0
219875156,10,3,1,1,0,1,0
219875201,10,3,0,1,0,1,0
219875235,10,3,0,0,0,1,0
219875282,10,3,0,1,0,1,0
219875468,10,3,1,1,0,1,0
219875503,10,3,0,1,0,1,0
219875513,8,3,0,1,0,1,0
219875547,8,3,0,0,0,1,0
219875594,8,3,0,1,0,1,0
219875781,8,3,1,1,0,1,0
219875816,8,3,0,1,0,1,0
219875825,47,3,0,1,0,1,0
219875860,47,3,0,0,0,1,0
219875907,47,3,0,1,0,1,0
219876187,47,3,1,1,0,1,0
219876232,47,3,0,1,0,1,0
219876266,47,3,0,0,0,1,0
219876313,47,3,0,1,0,1,0
219876499,47,3,1,1,0,1,0
219876534,47,3,0,1,0,1,0
219876535,102,3,0,0,0,1,0
219876544,230,3,0,1,0,1,0
219876578,230,3,0,0,0,1,0
219876626,230,3,0,1,0,1,0
219876812,230,3,1,1,0,1,0
219876846,230,3,0,1,0,1,0
219876847,130,3,0,1,0,1,0
219876851,3,3,0,0,0,1,0
219876856,3,3,0,1,0,1,0
219876891,3,3,0,0,0,1,0
219876938,3,3,0,1,0,1,0
219877124,3,3,1,1,0,1,0
219877159,3,3,0,1,0,1,0
219877169,46,3,0,1,0,1,0
219877203,46,3,0,0,0,1,0
219877250,46,3,0,1,0,1,0
219877436,46,3,1,1,0,1,0
219877471,46,3,0,1,0,1,0
219877472,8,3,0,0,0,1,0
219877474,136,3,0,0,0,1,0
219877481,200,3,0,1,0,1,0
219877515,200,3,0,0,0,1,0
219877563,200,3,0,1,0,1,0
219877749,200,3,1,1,0,1,0
219877784,200,3,0,1,0,1,0
219877794,169,3,0,1,0,1,0
219877828,169,3,0,0,0,1,0
219877875,169,3,0,1,0,1,0
219878155,169,3,1,1,0,1,0
219878190,169,3,0,1,0,1,0
219878193,192,3,0,0,0,1,0
219878200,192,3,0,1,0,1,0
219878234,192,3,0,0,0,1,0
219878281,192,3,0,1,0,1,0
219878467,192,3,1,1,0,1,0
219878503,192,3,0,1,0,1,0
219878512,232,3,0,1,0,1,0
219878546,232,3,0,0,0,1,0
219878594,232,3,0,1,0,1,0
219878780,232,3,1,1,0,1,0
219878846,232,3,0,1,0,1,0
219878847,224,3,0,0,0,1,0
219878856,246,3,0,1,0,1,0
219878890,246,3,0,0,0,1,0
219878938,246,3,0,1,0,1,0
219879092,246,3,1,1,0,1,0
219879127,246,3,0,1,0,1,0
219879130,131,3,0,0,0,1,0
219879131,139,3,0,0,0,1,0
219879137,139,3,0,1,0,1,0
219879171,139,3,0,0,0,1,0
219879219,139,3,0,1,0,1,0
219879405,139,3,1,1,0,1,0
219879439,139,3,0,1,0,1,0
219879440,136,3,0,1,0,1,0
219879449,188,3,0,1,0,1,0
219879483,188,3,0,0,0,1,0
219879531,188,3,0,1,0,1,0
219879811,188,3,1,1,0,1,0
219879845,188,3,0,1,0,1,0
219879846,180,3,0,1,0,1,0
219879847,230,3,0,0,0,1,0
219879855,230,3,0,1,0,1,0
219879890,230,3,0,0,0,1,0
219879937,230,3,0,1,0,1,0
219880123,230,3,1,1,0,1,0
219880158,230,3,0,1,0,1,0
219880159,228,3,0,1,0,1,0
219880168,244,3,0,1,0,1,0
219880202,244,3,0,0,0,1,0
219880250,244,3,0,1,0,1,0
219880436,244,3,1,1,0,1,0
219880470,244,3,0,1,0,1,0
219880471,212,3,0,1,0,1,0
219880480,223,3,0,1,0,1,0
219880515,223,3,0,0,0,1,0
219880562,223,3,0,1,0,1,0
219880748,223,3,1,1,0,1,0
219880783,223,3,0,1,0,1,0
219880784,131,3,0,0,0,1,0
219880785,131,3,0,1,0,1,0
219880786,131,3,0,0,0,1,0
219880793,131,3,0,1,0,1,0
219880827,131,3,0,0,0,1,0
219880875,131,3,0,1,0,1,0
219881061,131,3,1,1,0,1,0
219881095,131,3,0,1,0,1,0
219881096,128,3,0,1,0,1,0
219881105,232,3,0,1,0,1,0
219881139,232,3,0,0,0,1,0
219881187,232,3,0,1,0,1,0
219881373,232,3,1,1,0,1,0
219881408,232,3,0,1,0,1,0
219881409,241,3,0,0,0,1,0
219881418,241,3,0,1,0,1,0
219881452,241,3,0,0,0,1,0
219881499,241,3,0,1,0,1,0
219881779,241,3,1,1,0,1,0
219881814,241,3,0,1,0,1,0
219881824,223,3,0,1,0,1,0
219881858,223,3,0,0,0,1,0
219881906,223,3,0,1,0,1,0
219882092,223,3,1,1,0,1,0
219882126,223,3,0,1,0,1,0
219882136,133,3,0,1,0,1,0
219882171,133,3,0,0,0,1,0
219882218,133,3,0,1,0,1,0
219882404,133,3,1,1,0,1,0
219882439,133,3,0,1,0,1,0
219882448,12,3,0,1,0,1,0
219882483,12,3,0,0,0,1,0
219882531,12,3,0,1,0,1,0
219882717,12,3,1,1,0,1,0
219882751,12,3,0,1,0,1,0
219882752,8,3,0,0,0,1,0
219882761,184,3,0,1,0,1,0
219882795,184,3,0,0,0,1,0
219882843,184,3,0,1,0,1,0
219883029,184,3,1,1,0,1,0
219883064,184,3,0,1,0,1,0
219883073,189,3,0,1,0,1,0
219883107,189,3,0,0,0,1,0
219883155,189,3,0,1,0,1,0
219883341,189,3,1,1,0,1,0
219883376,189,3,0,1,0,1,0
219883377,178,3,0,0,0,1,0
219883386,178,3,0,1,0,1,0
219883420,178,3,0,0,0,1,0
219883468,178,3,0,1,0,1,0
219883748,178,3,1,1,0,1,0
219883782,178,3,0,1,0,1,0
219883783,150,3,0,1,0,1,0
